text,label,FC,CC,TU,CP,R,DU,EE,FR
"Q: What is the main difference between strings declared using the type string versus strings declared using an array of characters?
A: array of characters need a termination character as well as size specification whether its explicit or implicit.",1,Positive,Positive,Positive,Positive,unknown,Positive,Negative,unknown
"Q: How are overloaded functions differentiated by the compiler?
A: by the number and type of arguments",1,Positive,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: Briefly describe the divide-and-conquer paradigm.
A: Split the problem into smaller, more manageable parts, and proceed to address the smaller problems.",1,unknown,unknown,unknown,unknown,Positive,unknown,Negative,Positive
"Q: What is a binary tree?
A: A binary tree is a tree in which all nodes have a maximum of two degrees, or can only have two children each.",1,unknown,Positive,unknown,unknown,Positive,unknown,Negative,unknown
"Q: What is the height of a tree?
A: The height of a tree is the number of nodes on the longes path from the root to a leaf.",1,Negative,Negative,Negative,unknown,Positive,Negative,Negative,Positive
"Q: When does C++ create a default constructor?
A: When the class does not explicitly include a constructor.",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What is a function signature?
A: function prototype that contains functions and data members.",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,unknown
"Q: What is the base case for a recursive implementation of merge sort?
A: Single element in the array",1,Positive,unknown,Positive,Positive,Positive,unknown,Negative,Positive
"Q: What operations would you need to perform to find a given element on a stack?
A: Pop an element from one stack, check to see if it is the desired element, if not push it onto another stack. When finished, pop the items from the second stack and push them back onto the first stack (this will ensure the order of the elements is maintained).",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the role of a header-file?
A: To provide information about the contents of a library. It includes the definition of classes, declarations of functions, data types, and constants.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is a recursive function?
A: not answered",0,Negative,Negative,Negative,Negative,Negative,Negative,Negative,Negative
"Q: What is the Euler tour traversal of a tree?
A: You recursively visit every node on the list. You visit the node from the left, the bottom, and from the right.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What is the difference between a function prototype and a function definition?
A: A function prototype only names the function, its return type, and it's argument list, while a definition defines the above as well as what the function actually does.",1,Positive,Positive,unknown,unknown,Positive,Positive,Negative,Positive
"Q: What is the difference between an array that is declared as static and one that is not?
A: An array declared static remains the same throughout the execution of the program.",0,unknown,Negative,Positive,unknown,Positive,unknown,Negative,Positive
"Q: What is a stack?
A: Stores a set of elements in a particular order. Stack principle: LAST  IN  FIRST  OUT. It means: the last element inserted is the first one to be removed.",1,Positive,unknown,Positive,Positive,Positive,Positive,Negative,unknown
"Q: How are linked lists passed as arguments to a function?
A: the head pointer is passed to a function as a reference argument.",1,Positive,Positive,Positive,Positive,Positive,Positive,unknown,Positive
"Q: What is the main advantage of linked lists over arrays?
A: The principal benefit of a linked list over a conventional array is that the order of the linked items may be different from the order that the data items are stored in memory or on disk, allowing the list of items to be traversed in a different order. A linked list is a self-referential datatype because it contains a pointer or link to another datum of the same type. Linked lists permit insertion and removal of nodes at any point in the list in constant time",1,unknown,Negative,Positive,unknown,unknown,Positive,unknown,Negative
"Q: What is a recursive function?
A: A recursive function is a function that breaks down a large problem into two or more smaller problems and calls itself to solve those smaller problems until a base case or terminating point is reached.  At the base case, a definite answer is called and the function no longer recurses, but unwinds itself back through function calls to determine the answer to the original large problem.",1,Positive,Positive,Positive,Positive,Positive,Positive,Positive,Positive
"Q: What are the elements typically included in a class definition?
A: member functions and data members",1,Positive,Positive,Positive,Positive,Positive,Positive,Negative,Positive
"Q: What stages in the software life cycle are influenced by the testing stage?
A: Testing, refining, production, and maintenance.",1,Negative,Negative,unknown,Negative,Negative,Negative,Negative,Positive
"Q: How does the compiler handle inline functions?
A: Multiple copies of the function code are inserted into the program, making it bigger.",1,Positive,unknown,Positive,unknown,Positive,Positive,Negative,Positive
"Q: What does a function signature include?
A: input parameters and return type",0,unknown,Negative,unknown,unknown,Positive,Negative,Negative,Positive
"Q: Briefly, how does selection sort work?
A: selection sort  iterates through the array one element @ a time searching for the right and replacing current value with it.",1,Negative,Negative,unknown,Negative,Positive,Negative,Negative,Positive
